,beer/ABV,review/appearance,review/aroma,review/overall,review/palate,review/taste
12610,10.6,5.0,4.0,4.0,4.0,4.0
14000,7.0,4.5,4.0,4.5,4.5,4.5
21538,5.0,4.0,4.5,4.0,3.5,4.0
4226,12.0,3.0,4.0,4.0,4.0,3.5
1862,10.6,4.5,4.5,5.0,5.0,4.5
4836,4.3,3.0,4.0,4.5,4.0,4.0
1272,4.7,4.0,3.5,4.0,3.5,3.5
29925,10.2,4.0,4.0,4.0,4.5,4.5
22254,5.7,4.0,3.5,3.5,3.5,4.0
2562,5.5,4.0,3.5,4.0,4.0,4.5
2838,10.0,4.0,4.5,4.5,4.5,4.5
735,8.3,4.5,4.5,4.5,5.0,4.5
23685,8.6,1.0,3.5,1.0,1.0,1.0
23841,6.5,5.0,4.0,4.0,4.5,4.0
12283,6.0,3.5,3.5,4.0,3.0,4.0
19498,5.8,3.5,4.0,4.5,5.0,5.0
22716,12.0,4.0,4.0,4.0,4.0,4.5
32455,5.0,2.5,1.0,2.0,1.5,1.0
11604,4.5,4.0,3.5,4.0,3.0,3.5
18183,5.6,3.0,2.0,3.5,3.5,3.5
9608,4.3,5.0,4.5,4.0,4.0,4.5
19003,5.5,3.0,3.5,3.5,3.5,3.0
22583,6.5,5.0,3.5,3.5,4.5,4.0
21771,10.6,4.0,4.5,4.5,5.0,4.5
13244,9.4,4.5,4.0,4.5,4.5,4.5
15109,8.3,4.5,4.5,4.5,4.0,4.5
33678,5.4,4.0,3.0,3.5,3.5,3.5
5013,5.59,3.5,3.5,4.0,4.0,3.5
32885,9.0,4.0,4.5,4.5,4.5,4.5
23571,6.1,3.0,1.5,3.0,3.0,3.0
2645,8.5,4.0,4.0,4.0,4.5,3.5
32209,4.0,3.0,3.5,3.5,3.5,3.5
8607,11.2,4.5,5.0,5.0,4.5,5.0
19395,8.3,4.5,4.5,5.0,4.5,4.5
15894,5.4,4.0,4.5,4.0,4.5,4.0
21491,7.0,4.0,4.0,4.0,4.0,4.0
36009,9.8,4.0,4.0,4.5,4.0,5.0
2736,6.5,3.0,3.0,3.5,3.5,3.5
21741,12.0,4.0,5.0,4.0,5.0,5.0
33435,6.0,3.5,4.0,3.5,3.5,3.5
10128,4.7,4.0,4.0,4.0,4.0,4.0
23152,6.5,3.5,3.0,4.0,3.5,3.5
32144,9.8,4.0,4.0,3.5,4.0,3.5
23436,7.0,4.5,4.0,4.0,4.5,4.5
21290,5.8,3.5,4.5,4.0,4.0,4.0
25637,10.6,4.5,4.0,4.5,4.5,4.5
9380,8.0,3.5,4.0,4.5,4.0,4.5
25575,3.5,2.5,2.5,2.5,2.5,2.5
37141,9.0,3.5,4.0,3.0,3.5,3.0
25551,11.2,4.5,5.0,4.5,4.5,5.0
553,4.9,4.0,3.0,4.0,3.5,3.5
23056,6.5,4.5,4.5,4.5,4.0,4.0
33774,5.1,3.5,3.5,3.5,3.5,3.5
21289,5.5,4.0,3.5,3.0,3.0,3.5
15986,10.5,4.5,4.5,4.5,4.5,3.5
28579,8.3,4.0,4.0,4.5,4.5,4.5
36183,7.0,3.5,2.5,2.0,3.0,2.0
32534,10.0,4.0,4.0,4.5,4.0,4.5
33476,9.0,3.5,4.0,4.0,3.0,4.5
17518,4.4,4.0,3.5,4.5,3.5,3.5
28773,4.3,3.5,4.0,4.0,4.0,4.0
29143,7.0,4.0,4.5,4.0,4.0,4.5
27621,5.0,4.0,4.0,4.5,3.5,4.0
24084,9.4,4.5,4.5,4.0,5.0,4.0
27455,3.5,3.0,3.0,4.0,3.5,3.5
4064,10.2,5.0,5.0,5.0,5.0,5.0
17998,8.5,4.0,4.5,4.0,4.0,4.5
15787,5.5,2.0,3.0,3.0,3.0,3.0
356,11.2,5.0,5.0,5.0,5.0,5.0
21453,8.3,4.0,4.5,4.0,4.5,4.5
21629,5.5,3.0,2.5,2.5,3.5,2.5
35600,4.4,3.5,3.5,2.0,3.5,3.0
27290,6.5,4.0,3.5,4.0,4.0,3.5
18461,8.3,4.0,4.0,4.5,4.5,4.5
31928,4.8,3.5,3.5,4.0,3.5,4.0
26009,4.3,4.0,4.0,4.5,4.5,4.5
28032,8.1,4.0,5.0,4.0,4.0,5.0
33408,10.5,3.0,4.0,4.5,4.5,4.0
35816,9.6,4.0,4.0,4.5,4.0,4.0
9688,10.0,5.0,4.5,4.5,5.0,4.0
26596,6.5,4.5,4.5,4.5,4.5,4.5
2267,6.9,3.0,3.5,4.5,3.5,4.0
6257,4.9,4.0,4.0,4.0,4.0,4.0
2115,6.3,3.5,4.5,4.0,4.0,4.0
28634,6.6,4.5,4.0,4.5,4.0,4.0
3879,4.4,3.5,4.0,3.5,3.5,4.0
28127,4.9,4.0,4.0,4.0,4.0,4.0
27357,8.3,3.5,4.5,3.5,3.5,4.0
1745,5.4,4.0,1.0,1.5,2.0,1.5
18180,8.5,4.5,4.5,4.5,4.0,4.5
28085,4.8,3.0,2.5,2.5,3.0,2.0
31526,6.8,3.5,4.0,4.0,4.5,3.5
14240,8.2,3.5,4.5,4.0,4.0,4.5
29554,4.4,4.0,4.0,4.5,4.0,4.0
6964,7.2,4.0,4.0,4.0,3.5,4.0
21521,5.0,3.5,3.5,3.5,3.5,3.5
9134,8.3,4.5,4.5,4.0,4.0,4.5
1356,5.5,3.5,3.5,4.0,4.0,4.0
28670,8.2,4.0,3.0,3.5,3.5,3.5
36323,5.8,3.0,2.5,3.5,4.0,4.0
4973,6.9,2.5,4.0,4.0,3.0,4.0
10444,10.2,3.5,4.5,3.5,4.0,4.0
26995,8.6,4.0,4.0,3.5,4.0,4.0
26162,6.6,4.5,4.0,4.5,5.0,4.5
26364,5.9,4.0,4.0,3.5,3.0,3.5
10981,11.2,5.0,5.0,5.0,5.0,5.0
3953,6.5,4.0,4.0,4.0,4.0,3.5
23679,5.5,3.0,2.0,3.0,3.5,3.5
10277,5.2,4.0,4.5,4.0,3.0,4.0
10353,11.2,4.0,4.5,4.5,4.0,5.0
27993,4.4,3.5,4.0,4.0,3.5,4.0
21160,10.6,4.0,4.0,4.5,5.0,4.5
7977,10.5,4.5,4.0,4.0,5.0,4.5
35688,10.25,3.0,3.0,2.5,2.5,2.0
26326,3.5,3.5,3.5,3.5,3.0,3.5
16792,7.0,4.5,4.0,3.0,3.0,2.5
8207,4.5,2.0,2.0,4.0,3.0,2.5
13282,6.6,4.5,4.0,4.5,4.0,4.5
11247,12.0,4.0,4.5,4.0,4.5,4.5
26141,8.5,3.5,4.0,4.0,4.0,4.5
19736,6.6,4.5,4.0,5.0,4.0,4.5
12513,6.5,4.0,4.0,4.0,4.0,4.5
16272,10.5,4.5,4.5,4.5,4.5,4.0
37485,5.4,3.5,3.5,4.0,4.0,3.5
11603,6.2,4.0,4.0,4.0,4.5,4.0
36561,8.3,4.5,5.0,5.0,5.0,5.0
5736,5.59,3.5,4.0,5.0,4.5,4.5
28303,7.2,3.5,4.0,4.0,3.5,4.0
24225,10.2,3.5,4.0,4.5,3.5,4.0
21716,10.5,4.5,4.0,3.5,4.0,4.0
19770,8.0,4.5,4.5,4.5,4.5,4.0
2704,10.5,4.0,4.5,4.5,4.0,4.5
17104,8.3,5.0,5.0,5.0,5.0,5.0
27694,10.5,4.0,4.0,3.5,3.5,4.0
3433,5.5,3.5,4.0,3.5,3.0,3.5
35779,6.1,4.0,3.5,3.0,3.5,3.0
18842,8.3,4.0,4.5,4.0,4.0,4.5
36002,6.5,3.0,3.5,4.0,3.5,4.0
14508,6.5,4.0,3.5,4.0,4.0,3.5
218,4.19,3.0,3.0,4.5,3.0,3.0
34374,5.4,4.0,4.5,3.5,4.0,4.0
14902,7.0,4.5,4.5,4.0,4.5,4.0
33517,6.5,3.5,4.5,5.0,4.0,4.5
23992,7.2,4.0,4.5,3.5,3.5,4.0
24314,10.0,4.0,4.0,3.5,4.0,4.5
2655,7.2,4.5,4.5,4.5,4.5,4.5
28447,9.2,4.0,3.5,4.0,4.0,4.0
28945,6.0,4.0,3.5,4.5,4.5,4.5
18363,9.4,3.5,4.5,4.0,4.0,4.0
12862,6.7,4.0,4.0,4.0,4.5,4.0
19214,9.0,4.5,4.5,4.5,4.5,4.5
13157,6.6,4.0,4.0,4.0,4.0,4.0
17365,8.5,3.5,4.0,4.5,4.0,4.5
4451,4.9,3.5,4.0,4.0,3.5,3.5
21109,8.5,3.5,3.5,4.0,4.5,4.5
29986,9.8,3.5,3.5,4.0,4.5,4.0
19376,6.5,3.0,3.0,3.0,2.5,3.0
35524,6.6,4.5,4.5,4.5,4.0,4.0
35129,9.0,4.5,4.5,4.5,4.0,5.0
26456,10.6,4.5,4.5,5.0,5.0,5.0
5180,6.5,4.0,4.5,4.5,4.0,4.5
35032,8.3,5.0,4.5,4.5,5.0,5.0
7046,5.4,4.0,4.0,4.0,4.0,4.0
8726,6.1,4.0,4.0,4.5,4.5,4.5
7852,10.5,4.0,4.5,4.5,5.0,4.5
1285,9.4,4.0,4.0,3.5,4.0,4.5
6018,10.5,3.0,4.5,3.5,4.0,4.5
34534,5.4,4.0,4.0,3.0,3.5,4.0
36165,9.5,3.5,3.5,3.0,4.0,3.5
28642,6.2,4.0,4.0,4.0,3.5,3.5
28548,5.11,3.0,3.0,3.0,3.0,3.0
32235,9.4,4.0,4.5,4.5,4.5,4.5
30238,8.2,3.0,1.5,1.0,1.0,1.0
28770,4.6,4.0,3.0,3.5,3.5,2.5
1654,8.3,4.5,4.5,5.0,5.0,4.5
4099,6.0,4.5,4.0,4.0,3.0,4.0
25646,9.4,3.5,4.0,4.5,4.5,4.5
27897,7.9,4.0,3.5,4.0,3.5,4.0
7131,5.0,3.5,4.0,4.5,4.5,4.0
35242,5.5,3.0,2.5,2.5,2.5,2.0
18332,4.2,3.5,4.0,4.0,4.0,3.5
22453,11.2,5.0,4.5,5.0,5.0,5.0
27911,10.0,4.0,3.5,4.5,4.0,4.0
7728,7.75,4.0,4.0,4.0,4.0,3.5
7004,5.0,3.5,3.5,4.0,3.5,3.5
4767,5.59,3.0,3.0,4.0,4.0,3.5
21190,12.0,4.0,4.0,3.0,4.0,3.5
5945,4.6,2.5,2.5,2.5,2.5,2.5
5587,8.3,4.0,4.5,5.0,5.0,5.0
20826,4.5,3.5,4.0,3.5,4.5,4.5
19734,5.1,3.5,2.5,3.0,3.0,3.5
19964,5.2,4.0,4.5,4.5,4.0,4.0
2577,8.3,4.5,5.0,4.5,4.0,4.5
36438,7.0,4.0,4.5,4.0,4.0,4.5
35940,6.8,3.5,4.0,3.5,3.5,4.0
5019,11.2,5.0,5.0,5.0,4.5,4.5
35268,10.5,4.0,5.0,4.5,4.5,4.5
7752,4.5,4.0,3.0,5.0,4.0,4.0
13567,5.2,4.0,4.0,4.5,4.0,4.0
21487,4.7,4.0,3.5,3.0,3.5,4.0
25872,5.4,3.5,2.5,3.5,3.5,3.5
6750,6.6,4.5,5.0,4.5,4.5,5.0
9073,7.2,4.5,4.0,4.0,3.5,4.0
11863,6.5,4.5,4.5,4.0,4.0,4.5
28342,8.3,4.0,5.0,4.5,4.0,4.5
15484,6.5,4.0,4.5,3.5,4.0,3.5
10884,7.0,4.5,4.0,4.5,4.0,4.0
18735,11.2,5.0,5.0,5.0,5.0,5.0
4334,6.5,3.0,3.0,3.5,3.5,3.5
24164,5.4,3.5,3.5,3.5,4.0,3.5
34070,9.0,4.5,4.5,4.0,4.0,4.0
5549,6.6,4.0,4.0,3.5,3.0,4.0
31706,5.0,3.5,3.0,4.0,4.0,3.5
17520,6.3,4.0,3.5,3.0,2.5,3.5
15396,4.9,3.5,3.0,3.5,4.0,4.0
23604,7.0,4.0,2.0,3.0,3.5,3.0
15904,11.2,4.5,5.0,4.5,4.5,4.5
9453,4.4,4.5,3.5,4.0,3.0,3.0
31414,11.2,4.5,4.5,4.0,4.5,4.5
28845,6.0,4.0,4.0,4.0,4.0,4.5
8673,6.5,4.0,4.0,4.0,4.0,4.0
9052,4.8,3.0,1.5,1.5,2.0,1.5
8460,5.4,4.0,5.0,4.5,4.0,4.5
24463,6.1,4.5,4.0,4.5,5.0,5.0
20334,7.0,4.0,4.5,4.0,4.0,4.0
668,8.5,4.0,3.5,4.0,4.0,4.0
32406,10.0,4.0,3.5,3.0,3.5,3.0
18641,9.8,3.5,4.0,4.0,4.5,4.0
17128,4.3,2.5,3.0,3.0,3.5,3.5
15227,8.3,5.0,5.0,5.0,5.0,5.0
29632,7.2,4.0,4.0,4.0,4.0,4.5
7568,6.7,3.0,3.5,3.0,2.0,3.0
10130,11.2,4.0,5.0,4.0,5.0,5.0
9936,8.2,3.0,4.0,3.0,3.5,3.5
17497,5.0,4.0,4.0,3.5,3.5,3.0
7900,6.8,4.5,4.5,4.5,4.5,4.5
812,6.6,4.5,5.0,4.0,4.5,4.0
7656,5.0,4.0,4.0,4.0,4.0,3.5
22994,5.4,4.0,4.0,4.5,4.5,5.0
33390,5.0,3.0,3.0,3.0,3.0,3.0
36155,12.0,4.0,4.0,3.5,4.0,4.0
23594,9.4,4.5,4.0,4.5,4.5,4.5
10569,10.75,4.0,3.5,4.0,4.0,5.0
16921,6.0,4.0,2.5,2.0,2.5,2.0
25071,6.5,3.5,3.0,3.5,3.0,3.5
14681,13.0,3.0,3.0,2.5,2.5,2.5
2101,5.4,2.5,3.5,4.0,3.5,3.0
34104,6.6,4.5,5.0,4.5,4.5,4.5
11325,4.7,5.0,4.0,4.5,4.5,4.0
11403,5.2,4.5,4.0,4.5,4.0,4.0
9421,6.6,4.5,4.0,4.0,3.5,4.0
17797,6.5,3.0,3.0,3.0,3.0,3.0
28165,5.8,3.5,3.0,3.5,4.0,3.5
36475,8.5,3.5,3.5,4.0,4.0,3.5
11514,8.2,3.0,3.5,3.5,4.0,3.0
28177,8.3,4.0,4.5,4.5,4.5,4.5
9439,9.4,4.0,4.5,4.5,4.0,4.5
5737,9.0,4.0,4.0,4.0,4.0,4.0
32257,7.2,4.0,4.5,4.5,4.0,4.0
22549,5.7,4.0,4.5,4.0,3.5,4.0
26112,5.5,3.0,3.0,3.0,3.0,3.0
11579,5.5,2.0,2.0,2.0,2.0,2.0
6251,8.3,4.0,4.0,5.0,4.0,4.5
4069,7.0,3.5,2.5,4.0,4.5,2.5
5635,11.2,4.5,4.5,4.5,4.5,4.5
27028,6.7,4.5,4.0,3.5,4.0,3.5
11888,10.5,4.0,3.5,4.0,4.0,4.5
30073,5.79,4.5,4.5,4.5,4.0,4.5
37359,5.0,3.0,4.5,4.0,4.0,3.5
24157,9.2,4.0,3.5,4.0,4.5,4.0
35819,9.4,4.0,3.5,4.0,4.0,4.0
3369,6.6,4.0,4.0,4.0,4.5,4.0
29729,8.3,4.5,4.5,4.5,5.0,5.0
8649,6.5,3.0,3.5,3.0,3.0,3.0
29656,6.6,4.0,5.0,3.5,4.0,4.5
24958,5.0,3.5,4.0,4.0,3.0,4.0
17964,6.5,4.0,4.5,3.0,4.0,4.0
21661,8.2,4.0,4.5,4.5,4.0,4.0
11724,4.5,3.5,1.5,1.5,1.5,1.5
27830,11.2,4.0,5.0,4.5,5.0,5.0
5320,5.5,3.5,3.0,2.5,2.5,2.5
18836,9.4,4.5,4.0,4.5,4.5,4.0
34565,9.4,4.5,3.0,4.0,4.0,4.5
20521,6.5,3.5,3.5,3.5,3.5,4.0
33993,9.0,4.0,4.5,4.5,4.5,5.0
35712,4.4,3.5,3.5,4.0,3.5,4.0
1399,4.0,4.0,4.0,4.0,4.0,4.0
28257,5.6,4.0,4.0,5.0,4.0,4.0
35694,9.4,2.5,3.0,3.0,3.0,3.5
12481,4.8,2.5,3.5,3.5,3.5,3.5
11649,10.0,4.0,4.0,4.0,4.5,4.5
37250,5.4,4.0,4.5,4.5,4.5,4.5
19893,4.7,4.0,3.0,3.0,3.0,3.0
27060,4.5,3.5,3.0,4.0,4.0,3.5
25913,4.0,2.0,2.0,2.0,2.5,2.0
18352,12.0,3.5,4.5,4.0,4.5,4.5
3008,10.0,3.5,4.0,4.5,4.5,4.5
6793,4.3,3.5,3.0,3.5,3.0,3.0
5866,5.4,4.0,4.0,4.0,3.5,3.5
24656,5.4,4.0,3.5,4.0,4.0,4.0
17035,4.19,3.5,3.5,4.0,3.5,3.5
7930,7.0,4.0,4.0,4.5,4.0,4.5
19258,10.6,3.5,4.0,3.0,4.5,4.5
12662,12.0,3.0,3.0,3.0,3.5,2.5
19841,6.5,4.0,4.0,4.5,4.0,4.0
34616,8.3,5.0,4.0,5.0,5.0,4.5
25543,7.2,3.5,4.0,4.0,4.0,4.0
21803,12.0,4.0,3.0,3.0,3.0,3.0
33614,5.4,3.5,4.0,4.0,4.5,5.0
31196,11.3,4.0,5.0,5.0,4.0,5.0
19315,6.6,4.0,4.5,4.0,4.5,4.0
29019,8.3,4.5,4.5,5.0,4.5,5.0
16635,3.5,2.0,2.0,2.5,2.5,2.5
26889,7.0,5.0,4.0,4.0,4.0,4.0
26929,6.6,4.0,4.0,4.5,4.0,4.0
1484,5.0,4.5,4.0,5.0,4.0,4.0
14422,4.7,4.5,4.0,4.5,4.0,4.0
32415,9.4,5.0,4.0,5.0,4.5,5.0
19077,5.6,4.0,3.5,3.5,3.5,3.0
33103,5.0,4.0,3.0,4.0,3.5,4.0
33195,6.1,3.0,3.5,4.0,4.0,3.5
20965,5.2,4.0,4.0,4.0,3.5,3.5
25115,13.0,4.5,4.5,4.5,4.5,4.5
3620,6.1,3.0,3.0,4.0,4.0,2.5
35179,12.0,4.0,3.5,3.5,4.0,4.0
22090,10.5,4.0,4.0,4.5,4.0,4.5
28384,7.2,3.5,3.5,3.5,3.5,2.5
31250,12.0,4.0,4.5,4.5,3.5,4.5
10227,9.8,4.5,4.5,4.0,4.5,5.0
28516,6.6,4.0,4.5,4.0,4.0,4.0
20885,4.7,3.0,3.0,3.0,3.0,3.5
30526,6.5,3.5,4.0,4.0,4.0,4.0
18933,6.9,3.5,3.5,4.5,4.0,3.5
15301,10.5,5.0,5.0,5.0,5.0,5.0
17456,6.6,3.5,4.0,4.0,3.5,4.0
36930,5.7,4.0,3.5,3.5,3.5,3.5
7587,12.0,4.0,4.0,4.0,4.5,4.0
19565,5.0,4.0,2.0,4.0,3.0,2.5
37125,8.3,4.0,5.0,4.5,4.5,5.0
12707,13.0,4.0,4.0,4.5,4.5,4.5
21302,10.0,3.5,4.0,3.0,3.0,3.5
32844,6.1,3.5,3.0,3.5,3.5,3.5
14084,10.2,4.0,4.0,4.0,4.0,4.0
10838,8.5,3.0,4.5,3.0,4.0,4.0
15925,5.79,4.0,3.0,3.0,3.0,3.0
33973,12.0,4.5,3.5,3.5,4.0,4.0
34819,7.0,4.0,4.0,4.5,4.0,4.0
19246,7.0,4.5,4.0,5.0,5.0,5.0
6561,10.5,3.0,3.5,4.0,4.5,3.5
1944,4.2,4.0,3.0,3.5,3.5,3.0
29266,10.0,4.0,4.0,3.5,4.0,5.0
239,6.5,4.5,3.5,3.5,4.0,3.5
2002,7.5,3.0,3.5,2.5,3.0,2.5
8937,8.5,4.0,3.5,4.0,4.0,4.5
34502,5.8,4.0,3.5,4.0,3.5,4.0
11872,8.0,4.5,4.5,4.0,4.0,3.5
24193,4.7,4.0,3.0,3.5,3.5,3.5
28154,9.4,4.0,4.0,4.5,4.0,4.5
14353,9.8,4.0,4.0,4.0,4.0,5.0
16274,7.6,3.5,4.5,4.0,4.0,4.0
15573,5.4,3.5,2.5,3.0,3.5,3.0
416,7.5,3.5,4.0,3.5,4.5,3.5
14768,8.5,4.0,4.0,4.0,4.0,4.0
8843,7.0,4.0,4.5,4.5,4.0,4.5
9027,7.2,5.0,4.0,4.5,4.0,4.5
29128,11.0,4.0,4.5,4.0,4.5,4.5
36319,4.9,3.0,2.5,2.5,2.0,2.5
14636,6.5,4.5,4.0,4.5,4.0,4.5
14097,9.4,4.0,4.5,4.0,4.0,4.5
15860,8.3,5.0,5.0,4.5,4.5,5.0
33712,4.4,2.5,3.0,3.0,4.0,3.5
14426,9.4,4.5,4.5,4.0,4.0,4.0
21366,8.5,4.0,4.0,4.0,4.0,4.0
13848,11.2,4.0,4.0,4.5,4.5,5.0
13711,6.6,4.0,4.0,4.0,3.5,4.0
33113,8.3,4.5,5.0,4.5,4.5,4.5
32664,9.8,4.0,4.0,4.0,4.5,4.0
17481,4.7,4.0,3.0,4.0,4.0,4.0
28508,10.2,4.0,4.5,4.5,4.5,4.5
701,6.6,4.5,4.5,5.0,5.0,5.0
19307,12.0,4.0,4.0,3.5,3.5,3.5
15073,10.0,3.0,3.0,3.0,3.0,3.0
32504,5.0,4.5,4.0,5.0,4.0,4.0
13885,5.7,3.0,3.5,4.5,3.0,3.5
6405,10.5,5.0,4.0,4.5,4.0,4.5
10133,7.2,3.5,2.5,3.0,4.0,3.0
3944,9.4,3.0,3.5,3.0,3.0,3.5
31351,8.5,3.0,3.0,3.0,3.0,3.5
14992,9.4,3.5,4.5,4.5,4.0,4.5
9500,4.4,4.0,3.5,5.0,4.5,4.5
36012,4.5,3.0,3.0,3.0,3.0,3.0
15716,12.0,3.5,3.5,3.5,4.0,3.5
34785,5.5,4.5,4.5,4.5,4.0,4.0
1394,4.2,2.5,3.5,4.0,3.5,3.5
16922,5.4,4.0,4.5,4.5,4.5,4.0
5633,6.1,3.5,3.5,4.0,3.0,4.0
33946,8.3,4.0,4.5,4.5,4.5,4.5
30648,3.5,3.0,2.0,3.0,3.5,3.5
24392,6.9,4.0,2.5,2.5,3.0,2.5
29515,4.25,3.0,2.5,5.0,3.0,4.0
20178,8.3,4.5,4.0,4.0,3.5,3.5
8056,7.5,3.0,3.0,4.5,4.5,4.0
30338,9.4,4.0,4.5,4.0,4.5,4.5
29916,6.5,4.0,3.5,3.5,4.0,3.5
14003,12.0,4.0,4.0,4.0,4.0,4.0
25943,4.1,3.5,3.0,3.0,3.5,2.5
13278,9.0,4.0,4.5,4.0,4.5,4.5
257,6.5,4.0,4.0,4.5,4.5,4.5
9991,5.4,4.0,4.5,4.0,4.0,4.0
28914,5.5,3.0,3.5,3.5,3.5,3.5
26291,8.5,4.0,4.0,4.5,4.5,4.5
23485,9.4,4.5,4.0,4.0,4.0,3.5
26488,8.3,4.5,4.0,5.0,4.5,5.0
335,10.5,4.0,4.0,4.0,4.5,4.5
36924,10.0,4.0,4.5,4.0,4.0,4.0
21945,6.5,4.0,4.5,4.5,4.5,4.0
2374,10.6,4.0,3.0,3.0,3.5,3.5
5768,8.3,3.5,4.0,5.0,4.5,5.0
28062,7.0,4.0,4.5,4.0,4.0,4.0
9567,11.3,4.0,4.5,4.5,4.0,4.5
12622,5.4,4.0,4.5,4.0,4.5,4.0
15642,6.6,3.5,4.0,4.5,5.0,5.0
20326,5.0,4.0,3.5,4.0,4.0,4.0
14790,10.6,4.0,4.0,4.0,4.0,5.0
36179,4.7,2.5,3.5,3.5,3.0,3.5
26980,5.9,3.5,4.0,4.0,3.5,3.5
31242,6.0,4.5,3.5,3.5,4.0,3.5
6607,8.3,4.5,4.5,5.0,4.0,4.5
12337,6.6,5.0,4.0,4.0,4.5,4.0
13852,8.3,4.5,4.5,4.5,4.5,4.5
23899,4.3,4.5,3.5,4.5,4.0,4.0
34143,9.0,4.5,4.0,4.5,4.5,4.0
4245,4.9,3.0,3.0,3.0,3.0,3.5
32810,5.7,4.5,3.5,4.5,4.0,4.5
35125,11.2,4.0,5.0,4.0,4.5,4.0
20709,6.2,3.0,4.0,4.0,3.5,3.0
11897,10.0,4.0,3.5,3.5,3.5,3.0
21287,7.0,4.0,3.5,3.5,3.5,3.0
1224,9.4,4.0,4.0,4.0,4.5,4.0
25320,8.1,3.5,3.5,3.5,4.0,4.5
5143,5.4,3.5,3.5,3.5,3.5,4.0
33105,5.7,4.0,4.0,3.5,3.5,3.5
638,8.1,4.0,3.5,4.0,3.5,3.5
23320,4.4,4.0,4.0,4.0,4.0,4.0
4704,5.0,4.0,2.0,2.5,2.0,2.0
12633,8.3,4.5,4.5,5.0,5.0,5.0
10318,4.7,4.0,4.0,3.5,3.5,3.5
23699,10.5,4.0,4.5,4.5,4.5,4.5
17937,4.7,3.0,3.0,3.5,4.0,4.0
7733,5.0,3.0,2.0,2.5,2.5,2.0
7315,8.1,3.5,4.0,4.0,4.5,4.0
10879,4.7,4.5,4.0,4.5,3.5,3.5
15236,6.6,4.0,4.5,4.0,3.0,3.5
17646,5.5,4.0,3.5,3.0,3.0,2.5
32670,12.0,5.0,4.5,3.5,4.5,4.5
7691,9.5,3.0,1.0,3.0,3.5,3.5
5130,5.0,4.0,3.5,3.5,4.0,3.0
10125,6.2,3.5,3.0,2.5,3.5,2.5
3590,9.4,4.0,4.0,4.5,4.0,4.5
3781,7.2,5.0,4.5,4.0,4.0,4.5
4821,5.3,4.0,3.0,4.0,3.5,3.5
19914,4.3,5.0,5.0,5.0,5.0,5.0
27985,7.2,4.0,4.0,4.5,4.0,4.0
3984,6.2,3.5,3.0,3.5,3.0,3.5
7447,7.5,4.0,3.5,4.5,4.0,4.5
12457,8.3,4.0,4.5,4.5,4.5,4.5
18096,11.2,4.0,4.5,4.0,4.0,4.5
20264,3.5,3.5,3.5,3.5,2.5,3.5
3381,4.4,3.5,4.0,5.0,4.0,4.5
16505,5.0,3.5,3.5,4.0,3.0,3.5
16894,10.8,4.5,5.0,4.5,4.5,5.0
23256,8.5,4.0,4.0,4.0,3.5,4.5
35212,9.8,2.5,2.5,2.5,1.5,2.0
26186,9.4,3.5,4.0,5.0,4.5,4.5
26656,6.0,4.0,4.5,4.0,4.0,4.0
16502,3.2,4.0,4.0,3.5,3.0,3.5
6104,6.6,4.5,4.5,5.0,5.0,5.0
10659,4.9,4.0,3.0,2.0,2.0,2.0
3522,5.0,4.0,4.0,4.5,4.0,4.5
28269,10.5,5.0,4.5,4.5,4.5,4.0
24288,10.5,5.0,4.0,4.5,5.0,4.5
32565,11.2,4.0,4.5,4.5,4.5,4.5
23861,3.5,2.0,1.5,3.5,1.5,2.5
12679,12.0,4.0,3.0,3.0,3.0,2.5
36329,9.4,3.5,3.5,2.5,2.5,3.5
15178,8.3,4.5,4.5,5.0,4.5,5.0
36103,4.4,4.5,3.0,4.0,3.5,3.0
6799,6.8,4.0,3.5,4.0,3.5,4.0
34159,6.5,3.5,3.5,3.5,3.5,3.5
2480,9.4,4.0,4.0,4.5,4.0,4.5
19759,6.5,4.5,4.5,4.0,4.0,3.5
10830,5.4,4.0,4.5,4.5,4.0,4.5
10425,6.5,3.5,4.0,4.0,4.0,4.5
25597,6.5,3.0,3.5,4.0,3.0,3.0
10515,10.5,4.5,4.5,4.0,4.0,4.0
32231,8.0,3.0,3.0,3.0,3.5,3.0
28277,4.2,3.5,3.0,3.5,4.5,3.5
14874,10.2,4.0,4.0,4.5,3.5,4.0
15516,4.4,3.5,4.0,3.0,3.5,3.0
13982,6.2,4.0,4.0,3.5,3.0,3.5
8973,6.5,4.0,4.0,4.5,4.0,4.0
13838,3.5,3.5,2.5,2.0,2.5,2.0
1639,11.2,5.0,5.0,5.0,5.0,5.0
11374,10.6,5.0,4.5,4.5,4.5,4.0
10083,8.6,3.5,3.5,3.0,2.5,3.5
31335,6.5,4.0,3.5,4.0,4.5,4.5
36622,5.5,4.5,5.0,5.0,5.0,5.0
21407,10.5,5.0,4.5,4.5,4.5,4.5
23167,6.1,4.0,3.5,4.0,4.5,4.0
11614,9.0,3.5,3.5,3.5,4.0,3.0
13228,6.5,4.0,3.5,4.0,4.0,3.5
14081,8.1,3.0,4.0,4.0,4.0,4.5
11358,4.6,4.0,4.0,4.5,4.0,4.5
35000,3.5,2.0,2.0,4.0,2.0,3.0
22352,4.3,4.0,4.5,4.5,4.0,4.5
19828,5.4,4.5,3.0,4.0,4.0,3.5
32018,6.5,4.0,4.0,4.0,3.5,4.0
